,cell_type,gbar_Im,gbar_Ih,gbar_NaTs,gbar_Nap,gbar_K_P,gbar_K_T,gbar_SK,gbar_Kv3_1,gbar_Ca_HVA,gbar_Ca_LVA,gamma_CaDynamics,decay_CaDynamics,soma_g_pas,axon_g_pas,dend_g_pas,apic_g_pas,gbar_NaV,gbar_Kd,gbar_Kv2like,gbar_Im_v2,cre_line,dendrite_type
1121,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
1122,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
1123,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
1124,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1125,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,sparsely spiny
1126,False,,,,,,,,,,,,,,,,,,,,,Tlx3-Cre_PL56,spiny
1127,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1128,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1129,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,aspiny
1130,Sst-IRES-Cre__L5__inh,,1.4418226727967887e-05,,,,1.36707902898228e-08,0.00047698069288297723,0.3202855821145534,0.00021570182935081524,0.0009150504465575203,0.004155089584285488,980.8645036368608,0.0007000996678596835,0.00011210479648726233,6.804374472613358e-05,,0.04958139148637519,7.2875962379321876e-09,0.1668326794225379,1.0341853720159807e-05,Sst-IRES-Cre,aspiny
1131,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1132,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1133,False,,0.004048762229473067,,,,3.5690036725335583e-08,0.0006118443296616594,0.1919119342196684,3.590980365554143e-05,0.0032390708039160107,0.009233633868610664,297.57272079640643,0.0009714797244286858,0.0007450308569161193,0.0009263457367420752,1.0835698558340897e-07,0.2684739860582772,1.1901053059704124e-11,0.008935588792678806,0.0012233119996140293,Human,spiny
1134,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,sparsely spiny
1135,False,,,,,,,,,,,,,,,,,,,,,Glt25d2-Cre_NF107,spiny
1136,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
1137,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1138,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1139,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1140,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1141,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
1142,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
1143,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
1144,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1145,False,0.0005354467104505045,5.149139092747168e-07,2.511206465548581,1.6262570885013095e-05,0.01802238393594113,2.6887591783819612e-05,0.0008863640486439506,0.2108034041095692,6.296956827410994e-05,0.009813257079081015,0.005155134622504514,806.082247095469,0.0007045593680190282,0.0003943201437886299,1.0902012081974882e-06,1.909737286299199e-07,,,,,Human,spiny
1146,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1147,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
1148,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1149,False,,,,,,,,,,,,,,,,,,,,,Sim1-Cre_KJ18,spiny
1150,Ntsr1-Cre_GN220__L6__exc,0.002340444048660884,0.0005629429793788057,0.5746947990377701,0.000508377888318534,0.07029005098960052,0.03105057630715725,0.16943281091751455,0.2182221246894731,0.0007949844060888805,0.000995642254669776,0.00023713122969360126,115.94469154793535,0.0004140863397773155,0.0002129230752594625,6.4831260881896e-06,1.7827714628673286e-06,,,,,Ntsr1-Cre_GN220,spiny
1151,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1152,False,,,,,,,,,,,,,,,,,,,,,Penk-IRES2-Cre-neo,spiny
1153,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
1154,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1155,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
1156,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1157,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,aspiny
1158,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
1159,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
1160,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
1161,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1162,Pvalb-IRES-Cre__L5__inh,,5.626314956492485e-05,,,,0.03434754746369253,5.466460241759914e-05,1.4628106207938758,0.0005900714867619705,0.008788095559348017,0.004991310381699165,257.2259933684634,2.425427246016507e-07,4.377568901451695e-05,3.3840854487554157e-07,,0.06766937793572507,6.969521223448245e-15,0.05128819532153127,1.9627840491225792e-05,Pvalb-IRES-Cre,aspiny
1163,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,aspiny
1164,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
1165,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1166,False,,,,,,,,,,,,,,,,,,,,,Tlx3-Cre_PL56,spiny
1167,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1168,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1169,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
1170,Htr3a-Cre_NO152__L5__inh,,0.0002629072126368644,,,,0.07601479043726746,5.1595415440086605e-11,1.4686254493118491,0.0007974066844715536,0.004178465383332465,0.04859422123164778,981.0092525373177,0.00012502457051920558,0.0002291087381809088,1.823012045189419e-07,,0.0877156305337318,2.1117620509135905e-07,0.015050914255437363,0.014452744208561413,Htr3a-Cre_NO152,aspiny
1171,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
1172,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,spiny
1173,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
1174,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
1175,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1176,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,spiny
1177,Sst-IRES-Cre__L2/3__inh,,0.000442982546890796,,,,0.03224372096967303,0.008970134824248813,0.539979612888711,0.0004558979008960199,0.0034985016426649328,0.00018251595565046144,60.532307363277205,0.0008035254823895501,0.0003643642953371332,1.0021395650882504e-07,,0.07685007897005099,2.7214512774431654e-06,0.15951268904443772,0.001004652656380034,Sst-IRES-Cre,aspiny
1178,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
1179,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1180,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
1181,False,,,,,,,,,,,,,,,,,,,,,Gad2-IRES-Cre,aspiny
1182,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,spiny
1183,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
1184,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
1185,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
1186,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
1187,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2,aspiny
1188,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1189,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1190,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2|Sst-IRES-FlpO,sparsely spiny
1191,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,sparsely spiny
1192,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
1193,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1194,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,aspiny
1195,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
1196,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1197,Sst-IRES-Cre__L4__exc,0.0002074822054283401,0.0002470260442802297,0.8273468670576869,1.1124013300857496e-05,0.07008226698587472,7.709647164810921e-07,0.0066163943990456,0.15736708134192368,0.0009986866629077137,5.128635343097876e-05,0.00017269320167078562,942.0690163406365,0.000257259969167022,0.00016493710293689448,1.1673149545411846e-05,1.3608576100916857e-06,,,,,Sst-IRES-Cre,spiny
1198,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
1199,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
1200,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
1201,False,,,,,,,,,,,,,,,,,,,,,Vipr2-IRES2-Cre,spiny
1202,False,,,,,,,,,,,,,,,,,,,,,Gad2-IRES-Cre,aspiny
1203,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1204,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
1205,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
1206,False,,,,,,,,,,,,,,,,,,,,,Tlx3-Cre_PL56,spiny
1207,Scnn1a-Tg2-Cre__L5__inh,,0.00013591547502481963,,,,0.006941536873215528,0.0035985361573682953,2.8023282962217992,0.00043076688829339724,0.009881108135591414,0.0002440143007804712,703.0747035805717,3.86821003580537e-07,9.014958526075097e-06,1.9496870736989397e-07,,0.07473788331061462,1.0491150917119204e-08,3.4874814949965865e-10,1.683597442027585e-06,Scnn1a-Tg2-Cre,aspiny
1208,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2,spiny
1209,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1210,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1211,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
1212,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1213,False,,,,,,,,,,,,,,,,,,,,,Esr2-IRES2-Cre,spiny
1214,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1215,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,spiny
1216,False,,,,,,,,,,,,,,,,,,,,,Tlx3-Cre_PL56,spiny
1217,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
1218,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25|Pvalb-T2A-Dre,aspiny
1219,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1220,False,,,,,,,,,,,,,,,,,,,,,Tlx3-Cre_PL56,spiny
1221,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1222,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1223,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,spiny
1224,False,,,,,,,,,,,,,,,,,,,,,Nkx2-1-CreERT2,aspiny
1225,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,sparsely spiny
1226,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2,aspiny
1227,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,sparsely spiny
1228,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
1229,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1230,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
1231,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1232,Rorb-IRES2-Cre__L2/3__inh,,0.0013672757624725847,,,,0.22256200801735607,4.3340833406554924e-08,0.4459837255490859,0.00024275692471156308,6.173013791575949e-06,0.0494718251016303,532.9871467187212,9.488863523270668e-06,0.0007254677006773519,0.00010425788411593991,,0.15223735691080678,0.0013246383359209026,0.11859790352691695,0.0008580824386834996,Rorb-IRES2-Cre,aspiny
1233,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
1234,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
1235,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
1236,False,,,,,,,,,,,,,,,,,,,,,Tlx3-Cre_PL56,spiny
1237,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,aspiny
1238,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
1239,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,aspiny
1240,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,spiny
1241,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
1242,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1243,False,,,,,,,,,,,,,,,,,,,,,Vipr2-IRES2-Cre,spiny
1244,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,spiny
1245,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,sparsely spiny
1246,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1247,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
1248,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1249,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
1250,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
1251,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
1252,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1253,Pvalb-IRES-Cre__L5__inh,,2.2332578746863326e-05,,,,0.0026018586647026404,8.306754018114553e-12,0.7076939624985704,0.0005981776999994008,0.009953608069475556,0.0032472982877438,193.9441557294629,1.0424309543318263e-05,0.0005829726002668921,1.0023971634399897e-07,,0.04332995009953744,7.689841947655875e-06,0.08495546208744349,0.00010986585777620294,Pvalb-IRES-Cre,aspiny
1254,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
1255,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
1256,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,spiny
1257,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
1258,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1259,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,spiny
1260,False,,,,,,,,,,,,,,,,,,,,,Pvalb-T2A-CreERT2,aspiny
1261,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
1262,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
1263,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1264,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
1265,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1266,False,,,,,,,,,,,,,,,,,,,,,Glt25d2-Cre_NF107,spiny
1267,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
1268,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1269,Rorb-IRES2-Cre__L6__inh,,0.0003725000153901232,,,,0.02011411136113013,7.118127933608554e-06,2.8165515500017086,0.00046280693517231184,0.009354369913847959,0.002396217230549005,57.67032769762028,3.111622263261472e-05,0.0002653256603872705,3.1066382342947466e-07,,0.03099474479583517,3.492675198084783e-05,0.036404833512077635,4.7278382499932336e-08,Rorb-IRES2-Cre,aspiny
1270,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
1271,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
1272,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,spiny
1273,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
1274,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
1275,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1276,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
1277,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
1278,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
1279,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
1280,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
1281,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1282,Rorb-IRES2-Cre__L4__exc,,1.0413294966983913e-10,,,,3.112926449944098e-05,0.0017292287507198745,0.2608259811280473,0.0005904080529407199,1.2977865706066405e-05,0.0029898328282741424,983.6335202507947,0.0009999763668872867,8.882111133237426e-06,3.3284203288746285e-05,6.211979932494532e-05,0.14298826908295928,5.67609466403541e-05,0.16027393116529398,0.0004013672979495322,Rorb-IRES2-Cre,spiny
1283,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
1284,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1285,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1286,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
1287,Scnn1a-Tg2-Cre__L4__exc,0.009361457063147529,4.33137597994418e-06,0.3072551201849698,0.00043733975270008246,0.0043367518923405545,0.030070145764145538,0.00010361592741051896,0.04245709900382935,0.0005553684244599691,0.0008725470255735563,0.0286131366320312,165.76352502675815,1.0115759894607891e-07,0.0009742299714839614,1.0144074272222196e-07,0.00052311748598828,,,,,Scnn1a-Tg2-Cre,spiny
1288,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
1289,False,,,,,,,,,,,,,,,,,,,,,Nkx2-1-CreERT2,aspiny
1290,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
1291,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
1292,False,,,,,,,,,,,,,,,,,,,,,Glt25d2-Cre_NF107,spiny
1293,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1294,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
1295,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
1296,False,,,,,,,,,,,,,,,,,,,,,Esr2-IRES2-Cre,spiny
1297,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1298,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1299,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1300,Rorb-IRES2-Cre__L4__exc,0.002857512926379685,2.691213662774951e-07,1.4296285437849168,0.00015106589480740445,0.03862747766283831,0.00039346143262686267,0.0007163713004837356,0.2248038166919144,0.0006958473858771419,0.0017586194768628323,0.00104897653391474,324.417764444665,1.0966088226965545e-05,0.0007913533262551871,1.8978433027310847e-05,1.961276682670928e-06,,,,,Rorb-IRES2-Cre,spiny
1301,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1302,False,,,,,,,,,,,,,,,,,,,,,Esr2-IRES2-Cre,spiny
1303,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
1304,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
1305,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
1306,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
1307,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,spiny
1308,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
1309,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,sparsely spiny
1310,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
1311,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,aspiny
1312,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1313,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1314,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,aspiny
1315,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1316,False,,,,,,,,,,,,,,,,,,,,,Pvalb-T2A-FlpO|Vipr2-IRES2-Cre,aspiny
1317,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,aspiny
1318,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1319,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,aspiny
1320,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1321,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2,spiny
1322,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
1323,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,aspiny
1324,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1325,Htr3a-Cre_NO152__L2/3__inh,,2.9068633958839746e-05,,,,1.7075198786371294e-06,0.00032712383267487406,0.13529062869284594,0.0002321876939446689,0.00040080874339033616,0.034316111795737625,20.012518318555912,0.0002551438704723448,0.00023674970220548765,0.000614715140142409,,0.06044625202079518,8.011759943260532e-05,0.04968291926888381,1.0699780594625087e-05,Htr3a-Cre_NO152,aspiny
1326,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
1327,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
1328,False,,0.0013626566105479744,,,,0.0070364983941789,1.493642671568721e-11,0.3396204041291089,0.0009165203570813157,0.0011222890347843792,0.023743571706190368,528.5365718957302,0.0002735113458323823,0.0005002659009732991,0.0002365123557981229,,0.06105161267876584,1.727128445322499e-05,0.06476808877449691,0.0002725930797132209,Sst-IRES-Cre,sparsely spiny
1329,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1330,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1331,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
1332,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1333,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
1334,Scnn1a-Tg3-Cre__L5__exc,,4.9583479201893704e-05,,,,0.034340098071842295,0.001900736685726129,0.09026960737170614,6.357679665915689e-05,0.0011224163613820725,0.006621942609612698,500.33243152166204,0.00027731361984563283,0.0007346653107942031,3.626195528936591e-05,0.00033937803916712635,0.1797230411877216,2.617609624649964e-05,0.00020549047656814867,0.008323207207022749,Scnn1a-Tg3-Cre,spiny
1335,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1336,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,spiny
1337,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1338,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
1339,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
1340,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
1341,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
1342,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1343,False,0.0005549661132313921,0.0004765524507654537,2.5946243192296774,3.0394480976497776e-06,0.00628162335311902,5.971045347738514e-05,0.00394984361374745,0.2477967407368069,0.0007132274419451287,0.009707319362314544,0.0004907854352897971,566.6811056501417,0.0002524475151345379,0.00028436759929949853,2.9800159279015706e-06,1.6845380584797078e-05,,,,,Human,spiny
1344,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
1345,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1346,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
1347,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
1348,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
1349,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
1350,False,,,,,,,,,,,,,,,,,,,,,Esr2-IRES2-Cre,spiny
1351,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
1352,Htr3a-Cre_NO152__L2/3__inh,0.0001626581691453799,2.2267896488230303e-06,0.4432925539187596,0.0013040186636240952,0.08568173861374076,0.019710260321872952,0.0005576037593887637,0.37816281079229297,0.0002790271318723256,0.0009920972817421415,0.014809703659762375,135.1858506583517,0.00013529465847508373,0.000985048922841061,0.0005870818872031751,,,,,,Htr3a-Cre_NO152,aspiny
1353,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
1354,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
1355,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
1356,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
1357,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,spiny
1358,False,0.00281440829121391,4.060254180440759e-08,2.259074619334534,1.8533261841058303e-05,0.0003351620848581205,1.135672375585095e-08,7.292137317360258e-05,0.15424159053973235,0.00021938057925732681,0.0020164764082487886,0.022789797164938855,221.17435367730246,0.00015285253706528976,0.000395291901862886,1.0006135204247386e-07,0.000265600781322141,,,,,Human,spiny
1359,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,aspiny
1360,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
1361,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1362,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
1363,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
1364,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
1365,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
1366,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1367,False,,,,,,,,,,,,,,,,,,,,,Glt25d2-Cre_NF107,spiny
1368,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
1369,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
1370,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
